"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"84",84,20,"RL",0.8,88.92,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,10.65,10.65,"GasA","Gd","Y","SBrkr",1065,0,0,10.65,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd",1974,"Unf",2,4.61,"TA","TA","Y",0.74,0,0,0,0,0,"None","None","None",0,7,2007,"COD","Normal",126500
"85",85,80,"RL",0.69,85.3,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,3.84,3.84,"GasA","Gd","Y","SBrkr",804,670,0,14.74,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1995,"Fin",2,4,"TA","TA","Y",1.2,0.72,0,0,0,0,"None","None","Shed",700,5,2009,"WD","Normal",168500
"87",87,60,"RL",1.22,119.11,"Pave","None","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,6.84,6.84,"GasA","Ex","Y","SBrkr",684,876,0,15.6,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,4,"TA","TA","Y",1,0.38,0,0,0,0,"None","None","None",0,3,2009,"WD","Normal",174000
"88",88,160,"FV",0.4,39.51,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,6.12,6.12,"GasA","Ex","Y","SBrkr",612,612,0,12.24,0,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd",2009,"RFn",2,5.28,"TA","TA","Y",0,2.34,0,0,0,0,"None","None","None",0,6,2009,"New","Partial",164500
"90",90,20,"RL",0.6,80.7,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",5.88,"Unf",0,4.02,9.9,"GasA","Ex","Y","SBrkr",990,0,0,9.9,1,0,1,0,3,1,"TA",5,"Typ",0,"None","None",1980,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,8,2007,"WD","Normal",123600
"91",91,20,"RL",0.6,72,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","TA","Y","FuseA",1040,0,0,10.4,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1950,"Unf",2,4.2,"TA","TA","Y",0,0.29,0,0,0,0,"None","None","None",0,7,2006,"WD","Normal",109900
"93",93,30,"RL",0.8,133.6,"Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ",7.13,"Unf",0,1.63,8.76,"GasA","Ex","Y","SBrkr",964,0,0,9.64,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1921,"Unf",2,4.32,"TA","TA","Y",0,0,0.44,0,0,0,"None","None","None",0,8,2009,"WD","Normal",163500
"95",95,60,"RL",0.69,93.37,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",6.48,"Unf",0,1.76,8.24,"GasA","Ex","Y","SBrkr",905,881,0,17.86,1,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",1997,"RFn",2,6.84,"TA","TA","Y",0,1.62,0,0,0,0,"None","None","None",0,5,2007,"WD","Normal",204750
"96",96,60,"RL",0.69,97.65,"Pave","None","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,8,1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","Gd","No","ALQ",3.1,"Unf",0,3.7,6.8,"GasA","Gd","Y","SBrkr",680,790,0,14.7,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","BuiltIn",1993,"Fin",2,4.2,"TA","TA","Y",2.32,0.63,0,0,0,0,"None","None","Shed",480,4,2009,"WD","Normal",185000
"97",97,20,"RL",0.78,102.64,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ",11.62,"Unf",0,4.26,15.88,"GasA","Ex","Y","SBrkr",1588,0,0,15.88,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",1999,"RFn",2,4.72,"TA","TA","Y",1.58,0.29,0,0,0,0,"None","None","None",0,8,2006,"WD","Normal",214000
"98",98,20,"RL",0.73,109.21,"Pave","None","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec",5.2,"Unf",0,4.4,9.6,"GasA","TA","Y","FuseF",960,0,0,9.6,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1965,"Fin",1,4.32,"TA","TA","P",1.2,0,0,0,0,0,"None","None","None",0,5,2007,"WD","Normal",94750
"99",99,30,"RL",0.85,106.25,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",1.08,"Unf",0,3.5,4.58,"GasA","Fa","N","SBrkr",835,0,0,8.35,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Basment",1920,"Unf",1,3.66,"Fa","TA","Y",0,0,0.77,0,0,0,"None","None","Shed",400,5,2010,"COD","Abnorml",83000
"101",101,20,"RL",0.69,106.03,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ",12,"Unf",0,4.1,16.1,"GasA","Gd","Y","SBrkr",1610,0,0,16.1,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",1977,"RFn",2,4.8,"TA","TA","Y",1.68,0.68,0,0,0,0,"None","None","None",0,2,2010,"WD","Normal",205000
"102",102,60,"RL",0.77,92.06,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,7.41,7.41,"GasA","TA","Y","SBrkr",977,755,0,17.32,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1985,"Fin",2,4.76,"TA","TA","Y",1.92,0.46,0,0,0,0,"None","None","None",0,6,2010,"WD","Normal",178000
"104",104,20,"RL",0.94,104.02,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,12.26,12.26,"GasA","Ex","Y","SBrkr",1226,0,0,12.26,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2009,"RFn",3,7.4,"TA","TA","Y",0,0.36,0,0,0,0,"None","None","None",0,5,2010,"WD","Normal",198900
"105",105,50,"RM",0.69,77.58,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",7,4,1931,1950,"Gable","CompShg","Stucco","Stucco","BrkFace",600,"TA","Fa","PConc","TA","TA","No","LwQ",2.24,"Unf",0,8.16,10.4,"GasA","Ex","Y","FuseF",1226,592,0,18.18,0,0,1,1,4,1,"TA",7,"Typ",2,"TA","Detchd",1951,"Unf",1,2.4,"TA","TA","Y",0,0,0,0,1.84,0,"None","None","None",0,6,2007,"WD","Normal",169500
"107",107,30,"RM",0.6,108,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,6.41,6.41,"GasA","Gd","Y","SBrkr",1047,0,0,10.47,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd",1954,"Unf",1,2.73,"Fa","Fa","N",0,0,0,0,0,0,"None","None","Shed",450,8,2007,"WD","Normal",100000
"108",108,20,"RM",0.5,60,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",1.04,"BLQ",1.69,5.16,7.89,"GasA","Ex","Y","SBrkr",789,0,0,7.89,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1948,"Unf",1,2.5,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,4,2008,"WD","Partial",115000
"109",109,50,"RM",0.85,85,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,1919,2005,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,7.93,7.93,"GasW","TA","N","FuseF",997,520,0,15.17,0,0,2,0,3,1,"Fa",7,"Typ",0,"None","None",1980,"None",0,0,"None","None","N",0,0,1.44,0,0,0,"None","None","None",0,8,2007,"WD","Normal",115000
"110",110,20,"RL",1.05,117.51,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",480,"TA","TA","CBlock","Gd","TA","No","BLQ",7.05,"Unf",0,11.39,18.44,"GasA","Ex","Y","SBrkr",1844,0,0,18.44,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1977,"RFn",2,5.46,"TA","TA","Y",0,1.22,0,0,0,0,"None","MnPrv","None",0,1,2010,"COD","Normal",190000
"117",117,20,"RL",0.69,116.16,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116,"TA","TA","CBlock","TA","TA","No","LwQ",1.7,"BLQ",6.7,2.52,10.92,"GasA","TA","Y","SBrkr",1092,0,0,10.92,0,1,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1962,"Unf",1,2.88,"TA","TA","Y",0,0.2,1.44,0,0,0,"None","None","None",0,9,2009,"WD","Normal",139000
"118",118,20,"RL",0.74,85.36,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,11.25,11.25,"GasA","Gd","Y","SBrkr",1125,0,0,11.25,0,0,1,1,2,1,"TA",5,"Typ",0,"None","Attchd",2007,"Unf",2,4.3,"TA","TA","Y",0.8,0.64,0,0,0,0,"None","None","None",0,4,2007,"New","Partial",155000
"120",120,60,"RL",0.65,84.61,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.28,7.28,"GasA","Ex","Y","SBrkr",728,728,0,14.56,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",2,3.9,"TA","TA","Y",0,0.24,0,0,0,0,"None","None","None",0,7,2006,"New","Partial",163990
"122",122,50,"RM",0.5,60.6,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,7.32,7.32,"GasA","Gd","Y","SBrkr",772,351,0,11.23,0,0,1,0,3,1,"TA",4,"Typ",0,"None","Detchd",1979,"Unf",1,2.64,"TA","TA","P",0,0,1.4,0,0,0,"None","MnPrv","None",0,6,2007,"WD","Normal",100000
"123",123,20,"RL",0.75,94.64,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1958,1958,"Hip","CompShg","MetalSd","MetalSd","BrkFace",135,"TA","Gd","CBlock","TA","TA","No","BLQ",5.7,"Unf",0,5.1,10.8,"GasA","Gd","Y","SBrkr",1080,0,0,10.8,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1958,"Unf",1,2.88,"TA","TA","Y",0,0,0,0,1.3,0,"None","None","None",0,6,2008,"WD","Normal",136000
"124",124,120,"RL",0.55,78.92,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",3,"Unf",0,8.99,11.99,"GasA","Ex","Y","SBrkr",1199,0,0,11.99,0,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd",1993,"RFn",2,5.3,"TA","TA","Y",0,0.63,0,0,0,0,"None","None","None",0,3,2008,"WD","Normal",153900
"125",125,20,"RL",0.48,170.43,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1979,1998,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","Gd","Fa","No","Unf",0,"Unf",0,13.62,13.62,"GasA","TA","Y","SBrkr",1586,0,0,15.86,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1979,"Unf",2,4.35,"TA","TA","Y",1.92,0,0,0,0,0,"None","None","None",0,1,2009,"WD","Normal",181000
"127",127,120,"RL",0.69,49.28,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",1.2,"Unf",0,9.58,10.78,"GasA","TA","Y","SBrkr",958,0,0,9.58,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1977,"RFn",2,4.4,"TA","TA","Y",0,2.05,0,0,0,0,"None","None","None",0,2,2007,"WD","Normal",128000
"128",128,45,"RM",0.55,43.88,"Pave","None","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Unf",5,7,1930,1950,"Gable","CompShg","WdShing","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","LwQ",1.16,"Unf",0,5.56,6.72,"GasA","Ex","Y","SBrkr",840,0,0,8.4,0,0,1,0,3,1,"TA",5,"Typ",1,"TA","None",1980,"None",0,0,"None","None","N",0,0,0,0,0,0,"None","None","None",0,6,2007,"WD","Normal",87000
"129",129,60,"RL",0.69,75.9,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",266,"TA","TA","CBlock","TA","TA","No","BLQ",5.12,"Unf",0,1.48,6.6,"GasA","TA","Y","SBrkr",660,688,0,13.48,0,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1966,"RFn",2,4.53,"TA","TA","Y",1.88,1.08,0,0,0,0,"None","None","None",0,7,2006,"WD","Normal",155000
"130",130,20,"RL",0.69,89.73,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1991,"Gable","CompShg","Plywood","Plywood","BrkFace",85,"TA","TA","CBlock","TA","TA","No","Rec",5.67,"BLQ",0.28,4.13,10.08,"GasA","TA","Y","FuseA",1053,0,0,10.53,0,1,1,1,3,1,"Ex",6,"Typ",0,"None","2Types",1998,"RFn",2,7.5,"TA","TA","Y",0,0.8,0,180,0,0,"None","MnWw","None",0,7,2006,"WD","Abnorml",150000
"133",133,20,"RL",0.75,73.88,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",4.05,"Unf",0,6.58,10.63,"GasA","Gd","Y","SBrkr",1327,0,0,13.27,1,0,1,0,3,1,"Gd",7,"Typ",0,"None","Detchd",1974,"Unf",2,6.24,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,7,2007,"WD","Normal",150750
"135",135,20,"RL",0.78,103.35,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1968,1993,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",5.7,"Unf",0,8.91,14.61,"GasA","Gd","Y","SBrkr",1721,0,0,17.21,0,0,2,1,3,1,"TA",7,"Min1",1,"TA","Attchd",1968,"RFn",2,4.4,"TA","TA","Y",0,0.96,1.8,0,0,0,"None","MnPrv","None",0,7,2006,"WD","Normal",180000
"136",136,20,"RL",0.8,104,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1970,1970,"Hip","CompShg","Plywood","Plywood","BrkFace",288,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,13.04,13.04,"GasA","Gd","Y","SBrkr",1682,0,0,16.82,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1970,"Unf",2,5.3,"TA","TA","Y",0.98,0,0,0,0,0,"None","MnPrv","None",0,5,2008,"WD","Normal",174000
"137",137,20,"RL",0.69,103.55,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",196,"TA","TA","CBlock","TA","TA","No","BLQ",6.95,"Unf",0,5.19,12.14,"GasA","TA","Y","SBrkr",1214,0,0,12.14,0,0,2,0,3,1,"TA",5,"Typ",1,"Fa","Attchd",1967,"RFn",1,3.18,"TA","TA","Y",0,1.11,0,0,0,0,"None","None","None",0,7,2007,"WD","Normal",143000
"141",141,20,"RL",0.7,105,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",4.32,"Unf",0,4.32,8.64,"GasA","TA","Y","SBrkr",864,0,0,8.64,0,0,1,0,3,1,"TA",5,"Typ",1,"Po","None",1980,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,4,2010,"ConLI","Normal",115000
"143",143,50,"RL",0.71,85.2,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,4,1952,1952,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","Fa","CBlock","TA","TA","No","Rec",5.07,"Unf",0,4.03,9.1,"GasA","Fa","Y","SBrkr",910,475,0,13.85,0,0,2,0,4,1,"TA",6,"Typ",0,"None","Detchd",2000,"Unf",2,7.2,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,6,2010,"WD","Normal",166000
"144",144,20,"RL",0.78,103.35,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Gd","GLQ",6.79,"Unf",0,8.11,14.9,"GasA","Ex","Y","SBrkr",1501,0,0,15.01,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",1999,"RFn",2,5.77,"TA","TA","Y",1.44,0.29,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",204000
"146",146,160,"RM",0.24,25.22,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story",6,5,2004,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,9.7,9.7,"GasA","Ex","Y","SBrkr",970,739,0,17.09,0,0,2,0,3,1,"Gd",7,"Maj1",0,"None","Detchd",2004,"Unf",2,3.8,"TA","TA","Y",0,0.4,0,0,0,0,"None","None","None",0,4,2006,"WD","Normal",130000
"147",147,30,"RM",0.51,61.2,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1931,1993,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",2.09,"Unf",0,5.06,7.15,"GasA","TA","Y","FuseA",875,0,0,8.75,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1931,"Unf",1,1.8,"Fa","TA","Y",0.48,0,0,0,0,0,"None","None","None",0,11,2009,"WD","Normal",105000
"148",148,60,"RL",0.69,95.05,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,8.84,8.84,"GasA","Ex","Y","SBrkr",884,1151,0,20.35,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2001,"Fin",2,4.34,"TA","TA","Y",1.44,0.48,0,0,0,0,"None","None","None",0,5,2010,"WD","Normal",222500
"150",150,50,"RM",0.69,62.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,1936,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",0,"Unf",0,8.96,8.96,"GasA","Gd","Y","FuseA",896,448,0,13.44,0,0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd",1936,"Unf",1,2.4,"Fa","TA","Y",2,1.14,0,0,0,0,"None","None","None",0,4,2006,"WD","Normal",115000
"151",151,20,"RL",1.2,103.56,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",7.16,"Unf",0,2.53,9.69,"GasA","TA","Y","SBrkr",969,0,0,9.69,0,0,1,1,3,1,"TA",5,"Typ",0,"None","Attchd",1975,"Unf",2,4.4,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,1,2007,"WD","Normal",122000
"153",153,60,"RL",0.69,148.03,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",252,"TA","TA","CBlock","TA","TA","No","Rec",4.16,"Unf",0,4.09,8.25,"GasA","Gd","Y","SBrkr",1097,896,0,19.93,0,0,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd",1971,"RFn",2,4.95,"TA","TA","Y",0,0.66,0,0,0,0,"None","GdWo","None",0,6,2006,"WD","Normal",190000
"155",155,30,"RM",0.84,113.4,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,1923,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,12,12,"GasA","TA","Y","FuseA",1200,0,0,12,0,0,1,0,4,1,"TA",7,"Typ",0,"None","Detchd",1923,"Unf",1,3.12,"Fa","Fa","Y",0,0,2.28,0,0,0,"None","None","None",0,3,2006,"WD","Family",125000
"157",157,20,"RL",0.6,72,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","None","None","None","None",0,"None",0,0,0,"GasA","TA","Y","FuseF",1040,0,0,10.4,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1950,"Unf",2,6.25,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,6,2006,"WD","Normal",109500
"161",161,20,"RL",0.69,111.2,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","1Fam","1Story",6,6,1984,1984,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","No","BLQ",6.6,"Unf",0,5.72,12.32,"GasA","TA","Y","SBrkr",1232,0,0,12.32,0,0,2,0,3,1,"TA",6,"Typ",0,"None","Attchd",1984,"Unf",2,5.16,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,6,2008,"WD","Normal",162500
"163",163,20,"RL",0.95,121.82,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",226,"Gd","TA","PConc","Gd","TA","Mn","BLQ",12.01,"Unf",0,3.4,15.41,"GasA","Ex","Y","SBrkr",1541,0,0,15.41,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"RFn",2,5.32,"TA","TA","Y",0,0.7,0,0,0,0,"None","None","None",0,5,2010,"New","Partial",220000
